player1,player2,playerid1,playerid2,deckcode1,deckcode2,characters1,characters2,score1,score2,week_game,isDrop,isBye,isTie,isIncluded,isMirror,server,matchNum,week,game
Miyano311,やまゆう,103,202,AxAy4QsOASAA4kwPBBDA8ZcTE7ExOzMYFaFxulcbFqJABr0gC2HQ1MkdDEGQ3NsdDsAA,AUFBO80UHcHhTOEYHqEQipcbE6ExurkdG7KQA8ggDDKABMkgDEKRBucgHmGQ3PQdD8AA,Baizhu\\Hydro Tulpa\\Nilou,Amber\\Kachina\\Mavuika,0,1,1\\1,,,,TRUE,FALSE,AS,1,1,1
sousou,Trion,151,159,FJDi0QkNGRCC1QwNGaCw9HwPB0DA9ZcPE2EBCDATFbFxO1cQGaEw1L8dDEFA3MQdDMAA,H5Chyd0NFBAB0UQNCKFg6YYeCZBx9DAPE0EBCDMQFYFxO1cTC7Hwir8dDEFA3MQdDMAA,Charlotte\\Varesa\\Xianyun,Citlali\\Iansan\\Sayu,0,1,1\\1,,,,TRUE,FALSE,AS,2,1,1
Kanon,SOMU,297,267,AWFxCFwQGoFRO2MUFsExaEgYFKGBircZG2GB07gfC4HRClgWDJFgacYcDVEB1OcdD8AA,ApDB6t0OGqBA9mgYGqFxilcbFaFwurQdDDIQA8EgE2FhzDYcDMFg1MYdDEGQ3N4dDsAA,Abyss Lector: Violet Lightning\\Hu Tao\\Kuki Shinobu,Chiori\\Citlali\\Zhongli,1,0,1\\1,,,,TRUE,FALSE,AS,3,1,1
Kerching,Ferry,209,343,FWDCxgoMAJDQyUkNIBDS0Q0eF3DR9n0PE5AB+UgWFIGBaYEWG5Fx1LcdDEFA3MQdDMAA,H6Cg3igPARBx8f0PBoBB+GMPFpAx+TQQEyFCAhAhITIAE70dC0HS1BIdIcEg3MohDEAA,Ifa\\Kuki Shinobu\\Sangonomiya Kokomi,Hu Tao\\Iansan\\Kaedehara Kazuha,1,0,1\\1,,,,TRUE,FALSE,AS,4,1,1
ersihfrans,JatNad,45,64,AGDxyd0MFZDx0GINFhAg0Z0PCWDR9jAeE6EB6lcRFTFwPr8TC+Hw1MQdDEFA3MYdDMAA,HZDRyfoNFBAB0UQNCKFg6YYeCZBx9DAPE0EBCDMQFYFxO1cTC7Hw1L8dDEFA3MQdDMAA,Candace\\Citlali\\Emperor of Fire and Iron,Citlali\\Iansan\\Sayu,1,0,1\\1,,,,TRUE,FALSE,AS,5,1,1
DarkShrine,Crayon,28,363,HpHi9c4QAkJCTeIVH8IRi5gZGqLyu7ocHKORBMohDTORBdghDkNyB+ghD2Ix3eQeH8EB,E0DwyR0aFTDx42IOFjAg5JcOCUBw9JwPCUHAW50VCbHQirQYC6HQlr0ZDGEwC8QQDLAA,Amber\\Kachina\\Mavuika,Cyno\\Emperor of Fire and Iron\\Thoma,1,0,1\\1,,,,TRUE,FALSE,AS,6,1,1
VPNilou,Ryssa,290,133,A5JD9s8RH0PjTuMWIMMSjJkaHaOTvLsdDqSCBcoiDjSSBssiIERyCOUiEGMz3usfIMIC,HUHiOwsUHMHRTOEYHqEQipcbE6ExurkdG7KQA8ggDDKABMkgDEKQBtkgHmFw3PQdD8AA,Amber\\Kachina\\Mavuika,Hydro Tulpa\\Kachina\\Mavuika,1,0,1\\1,,,,TRUE,FALSE,AS,7,1,1
Linux,Cube.,85,5,AkDR1PoNAuCx6f0OBpCQ7WkOCdBw8pcPEyERCDETGbExO5McC0HgxL4QE8FhDDYdDUAA,AJCx6bIOGKDB6o8PG0BQ9JcPCVBw9aQPCmFBO1cTFbJxBjYgE2Fh1IUdGEFQ3N4dDsAA,Albedo\\Iansan\\Noelle,Golden Wolflord\\Mona\\Navia,0,1,1\\1,TRUE,,,,FALSE,AS,8,1,1
尔里西里|Akira,Buer,8,349,A3Iz6AwQBCGh85gQCkFy9TQQFGIyTaAVFMNRBMohDTORB8shDWKiDDgdFMJyzWgeF8EB,H4HR8jYQBBGh9ZgRCzJBBKUZDaKBi8kcDaKRu8ohDTPiBUshFUOhB+ghD2Jx1ekeD0EB,Dori\\Hydro Tulpa\\Maguu Kenki,Maguu Kenki\\Rhodeia of Loch\\Shikanoin Heizou,0,1,1\\1,,,,TRUE,FALSE,AS,9,1,1
Kaizen,Ianradtan,69,59,ANBy0QoNHhDR3fAOIHDS5w0OCYBx6FcPFUBx9bcPIGECOwATDLGQ1MkdDEHA3M0dDMAA,H/HR8DsQAhHx8n4QCkFx9aURCzJBBMoZDaKSi0scFaKhu94hDzNxBeghD0OBB+khD2EB,Ifa\\Shenhe\\Shikanoin Heizou,Kujou Sara\\Maguu Kenki\\Shikanoin Heizou,0,1,1\\1,,,,TRUE,FALSE,AS,10,1,1
やまゆう,Kanon,202,297,AUFBO80UHcHhTOEYHqEQipcbE6ExurkdG7KQA8ggDDKABMkgDEKRBucgHmGQ3PQdD8AA,AWFxCFwQGoFRO2MUFsExaEgYFKGBircZG2GB07gfC4HRClgWDJFgacYcDVEB1OcdD8AA,Amber\\Kachina\\Mavuika,Abyss Lector: Violet Lightning\\Hu Tao\\Kuki Shinobu,0,1,1\\2,,,,TRUE,FALSE,AS,11,1,2
Buer,DarkShrine,349,28,H4HR8jYQBBGh9ZgRCzJBBKUZDaKBi8kcDaKRu8ohDTPiBUshFUOhB+ghD2Jx1ekeD0EB,HpHi9c4QAkJCTeIVH8IRi5gZGqLyu7ocHKORBMohDTORBdghDkNyB+ghD2Ix3eQeH8EB,Maguu Kenki\\Rhodeia of Loch\\Shikanoin Heizou,Amber\\Kachina\\Mavuika,0,1,1\\2,,,,TRUE,FALSE,AS,12,1,2
ersihfrans,VPNilou,45,290,AGDxyd0MFZDx0GINFhAg0Z0PCWDR9jAeE6EB6lcRFTFwPr8TC+Hw1MQdDEFA3MYdDMAA,A5JD9s8RH0PjTuMWIMMSjJkaHaOTvLsdDqSCBcoiDjSSBssiIERyCOUiEGMz3usfIMIC,Candace\\Citlali\\Emperor of Fire and Iron,Amber\\Kachina\\Mavuika,0,1,1\\2,,,,TRUE,FALSE,AS,13,1,2
