player1,player2,playerid1,playerid2,deckcode1,deckcode2,characters1,characters2,score1,score2,week_game,isDrop,isBye,isTie,isIncluded,isMirror,server,matchNum,week,game
Pucca,CoffinLovesVG,359,357,HJHRo70eAnCx6S8OEpDw6p0OCaDQ9L0YC6HRijYZE2FhllgQDLEwC8YdDEFg1MkdDMAA,AFAhw98NF0AA9D4PA0Dh9nkQCTHQA50QGEERBIEYC6GgiroZC2HR6DUeE4FR3IUdGMAA,Clorinde\\Kachina\\Noelle,All-Devouring Narwhal\\Chasca\\Diona,0,1,1\\1,,,,TRUE,FALSE,AS,1,1,1
._.,PIZZACHEEZE,182,271,HRBg0RcVFqDh6XcOF5Bw6osOCKDh7i4OEuHgA5cQCVFwir0YDKFQEMURDAGQ3MkdDcAA,FqCwyhUNEZCA2VENBbAQ9JcPCUBx9jEQE4ExOzMTGbExDJMQC8HgEL4RDAFg1MYdDEAA,Hu Tao\\Xilonen\\Yun Jin,Wriothesley\\Yelan\\Yoimiya,1,0,1\\1,,,,TRUE,FALSE,AS,2,1,1
FLUR,Kaizen,237,69,ANCx7fsPAhBB8f4PHyDg830PBzDQ9JgPCUCB9jgQEzGAA9sfDoFwC+cQDrGAPugTDuAA,FnHRVx4ZHTHRk3YLF0BgvYUTCGFQNoYNCKBh9n8PF2HwO5cTE7ERDDEQE8Ex1DMdFUAA,Mona\\Sucrose\\Yumemizuki Mizuki,Citlali\\Thunder Manifestation\\Xinyan,0,1,1\\1,,,,TRUE,FALSE,AS,3,1,1
Moonpie,Ferry,355,343,HyDB0d8NFxAA1J0NCUHQh6EYCnEQo6MeCnEwAboQCxGhAzUQEzFR6IUeGIFQ3MIdDMAA,HZBQySgMHaDgymQaBjBA8ZIPEhHxAkcQFCFwBZcQGlGwBr0QC2HRC9odDEFQ1MUdDMAA,All-Devouring Narwhal\\Chasca\\Lord of Eroded Primal Fire,Kaedehara Kazuha\\Mavuika\\Sethos,0,1,1\\1,,,,TRUE,FALSE,AS,4,1,1
Vicky,Buer,276,349,AkAh8osPHSDh9OEPHmAQ9l4QCRFwAZcdGrGx26sfHJERDMEQDcGwEOMRDgEwEeQdDkAA,A5BhyUANABBB0UQNCKBg9oYPCWFxCDAQE4EBOzMTFbFxilcYC6Hw1L8dDEFA3MQdDMAA,Chevreuse\\Lisa\\Mavuika,Chongyun\\Mirror Maiden\\Sayu,1,0,1\\1,,,,TRUE,FALSE,AS,5,1,1
ersihfrans,Jat,45,64,AGDxyd0MFZDx0GINFhAg0Z0PCWDR9jAeE6EB6lcRFTFwPr8TC+Hw1MQdDEFA3MYdDMAA,FWDwyQ8MHZDR0GINFhAg0Z0PCWDR9jAeE6EB6lcRFTFwPr0TC+Hw1MQdDEFA3MYdDMAA,Candace\\Citlali\\Emperor of Fire and Iron,Candace\\Citlali\\Emperor of Fire and Iron,1,0,1\\1,,,,TRUE,TRUE,AS,6,1,1
Paroy,Suuna,118,334,HRHRNvsTA2CRz/4MH/Dg8pcPCSBw9KAPCkEACKQQCoFBO1cTFbJwBrUgC2FQ1MEdDEAA,AGDxyd0MFZDx0GINFhAg0Z0PCWDR9jAeE6EB6lcRFTFwPr0TC+Hw1MQdDEFA3MYdDMAA,Citlali\\Electro Hypostasis\\Yumemizuki Mizuki,Candace\\Citlali\\Emperor of Fire and Iron,0,1,1\\1,,,,TRUE,FALSE,AS,7,1,1
Ark,Ryssa,13,133,H1DB1N8NF0EAh5cYCXFwo50PCUDQ9KMQChExATAQEzEBA4EQGEER6DUeE4FR3IUdGMAA,GPDR3x4OEQBQ4JcPCUBx9VcPFWBw9sYYDKFgiskQDKGQE9ARDTEA1NEdDUEQ3N0dDcAA,All-Devouring Narwhal\\Chasca\\Lord of Eroded Primal Fire,Frost Operative\\La Signora\\Thunder Manifestation,1,0,1\\1,,,,TRUE,FALSE,AS,8,1,1
@Meow-Meow,Sage,360,356,ERBw2xAPHADQ9JcPE2EBCDAQE4ExOzMTFbFwTMQYDKFADMYaDPFg1MkdDEGQ3NEdDcAA,H1HBNd8YF1EAhYAMCCAAwp0NCUDQ1KEYCnEQh6MaCjExAzAQEzEB6IEeC4Gg3LodE8AA,Kachina\\Layla\\Nilou,All-Devouring Narwhal\\Chasca\\Lord of Eroded Primal Fire,1,0,1\\1,,,,TRUE,FALSE,AS,9,1,1
OwOscyy,もちつき,117,187,HyDBwt8NF0AA1JcVCZHQWZ0YCnEwh6MaGDAR9IEPC0GgA7oQEzFR6DUeGIFR3IUdDMAA,H1DBwt8MFyEAWZcYCXFwh50eCXDQ9KMPCkEwA7YQCzFgiroYC6Gh6DUeE4FR3IUdGMAA,All-Devouring Narwhal\\Chasca\\Lord of Eroded Primal Fire,All-Devouring Narwhal\\Chasca\\Lord of Eroded Primal Fire,0,1,1\\1,,,,TRUE,TRUE,AS,10,1,1
